Product Title,Variant Title,SKU,Category,URL,MRP (INR),Selling Price (INR),How To Use,Key Benefits,Suitable For,Specifications,Badges,Thumbnail,Total Images Available,Variant Image 1,Variant Image 2,Variant Image 3,Variant Image 4,Variant Image 5,Variant Image 6,Variant Image 7,Variant Image 8,Variant Image 9,Variant Image 10
Pro Gold Color Shoe Cream,White,PG-pro-gold-color-shoe-cream-white,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-color-shoe-cream,349,342.0,"1. **Clean the Surface** – Remove dust and dirt from the shoes using a soft brush or cloth. Ensure the surface is clean and dry.
2. **Apply the Cream** – Take a small amount on a cloth or applicator brush and spread evenly over the leather in circular motions.
3. **Let it Dry & Buff** – Allow the cream to absorb for a few minutes, then buff with a clean cloth to achieve a rich shine.","- Restores original color – Revives faded leather and brings back a rich, even tone
- Adds long-lasting shine – Delivers a smooth, elegant finish without greasy residue
- Deep leather nourishment – Infused with Carnauba Wax & Beeswax to keep leather soft and flexible
- Protects from cracks & dryness – Prevents drying, dullness, and surface cracking from daily wear
- Safe, water-based formula – Non-toxic and gentle for regular use","Leather and Synthetic Leather shoes, boots, bags, belts, and accessories","Safety: Non-Toxic, Formula: Water-Based, European Standard, Includes: 1 × Pro Gold Color Shoe Cream, Net Volume: 45 ml, Product Type: Premium Color Restoring Shoe Cream, Suitable For: Leather and Synthetic Leather shoes, boots, bags, belts, and accessories, Key Ingredients: Carnauba Wax, Beeswax, Water-Based Conditioning Agents, Color Pigments","PRO COLOR, Color Refreshing, High Quality, European Experts",/images/products/Shoe Cream/PRO GOLD  Shoe Cream -Neutral.webp,4.0,/images/products/Shoe Cream/PRO GOLD  Shoe Cream -White.webp,/images/products/Shoe Cream/PRO GOLD  Shoe Cream -White (2).webp,/images/products/Shoe Cream/PRO GOLD  Shoe Cream -Neutral.webp,/images/products/Shoe Cream/PRO GOLD  Shoe Cream -Neutral2.webp,,,,,,
Pro Gold Color Shoe Cream with Applicator,Neutral,PG-pro-gold-color-shoe-cream-with-applicator-neutr,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-color-shoe-cream-with-applicator,399,391.0,"1. **Clean the Surface** – Remove dust and dirt from the shoe or leather surface with a dry cloth.
2. **Shake the Bottle Well** – Ensures even mixing of the cream and wax ingredients.
3. **Apply Using Sponge Applicator** – Gently press the sponge and spread a thin, even layer over the surface.
4. **Let It Dry** – Allow 3–5 minutes for the cream to absorb and dry.
5. **Buff for Extra Shine** – Use a soft cloth or brush to enhance gloss.","- Restores original color & shine – Revives faded leather and brings back a rich, polished finish in minutes
- Deep nourishment & protection – Conditions leather to prevent dryness, cracking, and dullness
- Premium wax formula – Enriched with Carnauba Wax + Beeswax for long-lasting shine
- Safe, non-toxic formula – Water-based and safe for regular use
- Built-in sponge applicator – Mess-free and easy application; no extra brush or cloth needed","Leather and Synthetic Leather shoes, boots, bags, belts, and accessories","Safety: Non-Toxic, Formula: Water-Based, Includes: 1 × Pro Color Shoe Cream with Applicator, Net Volume: 50 ml, Product Type: Premium Color Restoring Shoe Cream, Suitable For: Leather and Synthetic Leather shoes, boots, bags, belts, and accessories, Key Ingredients: Carnauba Wax, Beeswax, Water-Based Conditioning Agents, Color Pigments","PRO COLOR, Color Refreshing, High Quality, European Experts",/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral.webp,2.0,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral.webp,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral (2).webp,,,,,,,,
Pro Gold Color Shoe Cream with Applicator,Black,PG-pro-gold-color-shoe-cream-with-applicator-black,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-color-shoe-cream-with-applicator,399,391.0,"1. **Clean the Surface** – Remove dust and dirt from the shoe or leather surface with a dry cloth.
2. **Shake the Bottle Well** – Ensures even mixing of the cream and wax ingredients.
3. **Apply Using Sponge Applicator** – Gently press the sponge and spread a thin, even layer over the surface.
4. **Let It Dry** – Allow 3–5 minutes for the cream to absorb and dry.
5. **Buff for Extra Shine** – Use a soft cloth or brush to enhance gloss.","- Restores original color & shine – Revives faded leather and brings back a rich, polished finish in minutes
- Deep nourishment & protection – Conditions leather to prevent dryness, cracking, and dullness
- Premium wax formula – Enriched with Carnauba Wax + Beeswax for long-lasting shine
- Safe, non-toxic formula – Water-based and safe for regular use
- Built-in sponge applicator – Mess-free and easy application; no extra brush or cloth needed","Leather and Synthetic Leather shoes, boots, bags, belts, and accessories","Safety: Non-Toxic, Formula: Water-Based, Includes: 1 × Pro Color Shoe Cream with Applicator, Net Volume: 50 ml, Product Type: Premium Color Restoring Shoe Cream, Suitable For: Leather and Synthetic Leather shoes, boots, bags, belts, and accessories, Key Ingredients: Carnauba Wax, Beeswax, Water-Based Conditioning Agents, Color Pigments","PRO COLOR, Color Refreshing, High Quality, European Experts",/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral.webp,4.0,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Black.webp,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Black (2).webp,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral.webp,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral (2).webp,,,,,,
Pro Suede Brush,Default,PG-pro-suede-brush-default,Accessories,https://shop.mvshoecare.com/products/pro-suede-brush,250,245.0,"1. **Dry Brushing** – Gently brush the surface to remove loose dust and dirt.
2. **Remove Embedded Dirt** – Use firmer strokes to lift ingrained particles.
3. **Restore Natural Nap** – Brush in one direction to revive the suede texture.
4. **Clean Edges & Welts** – Use brush edges to clean sole edges and welt areas.","- Specially designed for suede & nubuck – Engineered to clean delicate materials safely
- Removes dust & ingrained dirt – Effectively lifts dust, dirt, and embedded particles
- Dual bristle technology – Cleans thoroughly while restoring the natural nap
- Cleans sole edge & welt – Efficiently cleans hard-to-reach areas","Suede and Nubuck Shoes, Bags, and Other Articles","Includes: 1 × Suede Brush, Net Content: 1 Piece, Bristle Type: Dual Bristles for Cleaning & Nap Restoration, Product Type: Suede & Nubuck Cleaning Brush, Suitable For: Suede and Nubuck Shoes, Bags, and Other Articles","Free Shipping, 30 Day Return, Eco Friendly, Complete Kit",/images/products/Suede Brush/Suede Brush Rubber Black (1).webp,2.0,/images/products/Suede Brush/Suede Brush Rubber Black (1).webp,/images/products/Suede Brush/Suede Brush Rubber Black (2).webp,,,,,,,,
Pro Gold Color Shoe Cream with Applicator,Light Brown,PG-pro-gold-color-shoe-cream-with-applicator-light,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-color-shoe-cream-with-applicator,399,391.0,"1. **Clean the Surface** – Remove dust and dirt from the shoe or leather surface with a dry cloth.
2. **Shake the Bottle Well** – Ensures even mixing of the cream and wax ingredients.
3. **Apply Using Sponge Applicator** – Gently press the sponge and spread a thin, even layer over the surface.
4. **Let It Dry** – Allow 3–5 minutes for the cream to absorb and dry.
5. **Buff for Extra Shine** – Use a soft cloth or brush to enhance gloss.","- Restores original color & shine – Revives faded leather and brings back a rich, polished finish in minutes
- Deep nourishment & protection – Conditions leather to prevent dryness, cracking, and dullness
- Premium wax formula – Enriched with Carnauba Wax + Beeswax for long-lasting shine
- Safe, non-toxic formula – Water-based and safe for regular use
- Built-in sponge applicator – Mess-free and easy application; no extra brush or cloth needed","Leather and Synthetic Leather shoes, boots, bags, belts, and accessories","Safety: Non-Toxic, Formula: Water-Based, Includes: 1 × Pro Color Shoe Cream with Applicator, Net Volume: 50 ml, Product Type: Premium Color Restoring Shoe Cream, Suitable For: Leather and Synthetic Leather shoes, boots, bags, belts, and accessories, Key Ingredients: Carnauba Wax, Beeswax, Water-Based Conditioning Agents, Color Pigments","PRO COLOR, Color Refreshing, High Quality, European Experts",/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral.webp,4.0,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Light Brown.webp,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Light Brown (2).webp,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral.webp,/images/products/Shoe cream with applicator/Shoe Cream With Applicator -Neutral (2).webp,,,,,,
Pro Gold Shine Self Shine,Neutral,PG-pro-gold-shine-self-shine-neutral,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-shine-self-shine,249,244.0,"1. **Clean the Surface** – Remove dust and dirt with a dry cloth.
2. **Shake Well Before Use** – Ensures even distribution of wax and conditioning agents.
3. **Apply Evenly** – Gently glide the sponge applicator across the surface in smooth strokes.
4. **Allow to Dry** – Let it settle for a few minutes.
5. **Ready to Use** – No buffing required; instant self-shine finish achieved.","- Self shine – no buffing required – Instant shine formula with polished finish
- Restores color & shine – Revives dull and faded leather
- Nourishes & protects leather – Conditions to prevent dryness and cracking
- Spill-proof sponge applicator – Smooth, controlled, and mess-free application",Leather & Synthetic Leather Products,"Formula: Wax-Based, Includes: 1 × Self Shine Bottle with Sponge Applicator, Net Volume: 75 ml, Product Type: Self-Shine Liquid Polish, Suitable For: Leather & Synthetic Leather Products, Key Ingredients: Carnauba Wax, Beeswax, Conditioning Agents","PRO SHINE, Color Refreshing, Shine, European Experts",/images/products/Self Shine/Self Shine -Neutral.webp,2.0,/images/products/Self Shine/Self Shine -Neutral.webp,/images/products/Self Shine/Self Shine -Neutral  (2).webp,,,,,,,,
Pro Gold Shine Self Shine,Black,PG-pro-gold-shine-self-shine-black,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-shine-self-shine,249,244.0,"1. **Clean the Surface** – Remove dust and dirt with a dry cloth.
2. **Shake Well Before Use** – Ensures even distribution of wax and conditioning agents.
3. **Apply Evenly** – Gently glide the sponge applicator across the surface in smooth strokes.
4. **Allow to Dry** – Let it settle for a few minutes.
5. **Ready to Use** – No buffing required; instant self-shine finish achieved.","- Self shine – no buffing required – Instant shine formula with polished finish
- Restores color & shine – Revives dull and faded leather
- Nourishes & protects leather – Conditions to prevent dryness and cracking
- Spill-proof sponge applicator – Smooth, controlled, and mess-free application",Leather & Synthetic Leather Products,"Formula: Wax-Based, Includes: 1 × Self Shine Bottle with Sponge Applicator, Net Volume: 75 ml, Product Type: Self-Shine Liquid Polish, Suitable For: Leather & Synthetic Leather Products, Key Ingredients: Carnauba Wax, Beeswax, Conditioning Agents","PRO SHINE, Color Refreshing, Shine, European Experts",/images/products/Self Shine/Self Shine -Neutral.webp,4.0,/images/products/Self Shine/Self Shine -Black.webp,/images/products/Self Shine/Self Shine -Black 2.webp,/images/products/Self Shine/Self Shine -Neutral.webp,/images/products/Self Shine/Self Shine -Neutral  (2).webp,,,,,,
Pro Gold Shine Self Shine,Brown,PG-pro-gold-shine-self-shine-brown,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-shine-self-shine,249,244.0,"1. **Clean the Surface** – Remove dust and dirt with a dry cloth.
2. **Shake Well Before Use** – Ensures even distribution of wax and conditioning agents.
3. **Apply Evenly** – Gently glide the sponge applicator across the surface in smooth strokes.
4. **Allow to Dry** – Let it settle for a few minutes.
5. **Ready to Use** – No buffing required; instant self-shine finish achieved.","- Self shine – no buffing required – Instant shine formula with polished finish
- Restores color & shine – Revives dull and faded leather
- Nourishes & protects leather – Conditions to prevent dryness and cracking
- Spill-proof sponge applicator – Smooth, controlled, and mess-free application",Leather & Synthetic Leather Products,"Formula: Wax-Based, Includes: 1 × Self Shine Bottle with Sponge Applicator, Net Volume: 75 ml, Product Type: Self-Shine Liquid Polish, Suitable For: Leather & Synthetic Leather Products, Key Ingredients: Carnauba Wax, Beeswax, Conditioning Agents","PRO SHINE, Color Refreshing, Shine, European Experts",/images/products/Self Shine/Self Shine -Neutral.webp,4.0,/images/products/Self Shine/Self Shine -Brown.webp,/images/products/Self Shine/Self Shine -Brown  (2).webp,/images/products/Self Shine/Self Shine -Neutral.webp,/images/products/Self Shine/Self Shine -Neutral  (2).webp,,,,,,
Pro Gold Shine Instant Shine,Neutral,PG-pro-gold-shine-instant-shine-neutral,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-shine-instant-shine,325,319.0,"1. **Clean the Surface** – Remove dust and dirt before application.
2. **Apply Sponge** – Gently press and glide the sponge evenly across the surface.
3. **Let It Set** – Allow a few minutes for the shine to settle.
4. **Ready to Wear** – No buffing required. Instant shine achieved.","- Instant & long-lasting shine in seconds – Delivers immediate glossy finish with extended shine
- Effortless sponge – Built-in sponge allows smooth, quick, and mess-free application
- Restores color, gloss & finish – Revives dull and faded leather
- No drips, no streaks – Special controlled-flow formula ensures even coverage
- 100+ applications – Long-lasting pack for extended usage and value",Leather & Synthetic Leather Products,"Safety: Non-Toxic & Eco-Friendly, Formula: Controlled-Flow, Includes: 1 × Quick Shine Sponge, Net Volume: 1 pc, Product Type: Instant Shoe Shine Liquid, Suitable For: Leather & Synthetic Leather Products","PRO SHINE, Color Refreshing, Shine, European Experts",/images/products/Instant Shine/Instant Shiner -Neutral.webp,2.0,/images/products/Instant Shine/Instant Shiner -Neutral.webp,/images/products/Instant Shine/Instant Shiner -Neutral (2).webp,,,,,,,,
Pro Gold Shine Instant Shine,Black,PG-pro-gold-shine-instant-shine-black,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-shine-instant-shine,325,319.0,"1. **Clean the Surface** – Remove dust and dirt before application.
2. **Apply Sponge** – Gently press and glide the sponge evenly across the surface.
3. **Let It Set** – Allow a few minutes for the shine to settle.
4. **Ready to Wear** – No buffing required. Instant shine achieved.","- Instant & long-lasting shine in seconds – Delivers immediate glossy finish with extended shine
- Effortless sponge – Built-in sponge allows smooth, quick, and mess-free application
- Restores color, gloss & finish – Revives dull and faded leather
- No drips, no streaks – Special controlled-flow formula ensures even coverage
- 100+ applications – Long-lasting pack for extended usage and value",Leather & Synthetic Leather Products,"Safety: Non-Toxic & Eco-Friendly, Formula: Controlled-Flow, Includes: 1 × Quick Shine Sponge, Net Volume: 1 pc, Product Type: Instant Shoe Shine Liquid, Suitable For: Leather & Synthetic Leather Products","PRO SHINE, Color Refreshing, Shine, European Experts",/images/products/Instant Shine/Instant Shiner -Neutral.webp,4.0,/images/products/Instant Shine/Instant Shiner -Black.webp,/images/products/Instant Shine/Instant Shiner -Black (2).webp,/images/products/Instant Shine/Instant Shiner -Neutral.webp,/images/products/Instant Shine/Instant Shiner -Neutral (2).webp,,,,,,
Pro Gold Shine Instant Shine,Brown,PG-pro-gold-shine-instant-shine-brown,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-shine-instant-shine,325,319.0,"1. **Clean the Surface** – Remove dust and dirt before application.
2. **Apply Sponge** – Gently press and glide the sponge evenly across the surface.
3. **Let It Set** – Allow a few minutes for the shine to settle.
4. **Ready to Wear** – No buffing required. Instant shine achieved.","- Instant & long-lasting shine in seconds – Delivers immediate glossy finish with extended shine
- Effortless sponge – Built-in sponge allows smooth, quick, and mess-free application
- Restores color, gloss & finish – Revives dull and faded leather
- No drips, no streaks – Special controlled-flow formula ensures even coverage
- 100+ applications – Long-lasting pack for extended usage and value",Leather & Synthetic Leather Products,"Safety: Non-Toxic & Eco-Friendly, Formula: Controlled-Flow, Includes: 1 × Quick Shine Sponge, Net Volume: 1 pc, Product Type: Instant Shoe Shine Liquid, Suitable For: Leather & Synthetic Leather Products","PRO SHINE, Color Refreshing, Shine, European Experts",/images/products/Instant Shine/Instant Shiner -Neutral.webp,4.0,/images/products/Instant Shine/Instant Shiner -Brown.webp,/images/products/Instant Shine/Instant Shiner -Brown (2).webp,/images/products/Instant Shine/Instant Shiner -Neutral.webp,/images/products/Instant Shine/Instant Shiner -Neutral (2).webp,,,,,,
Pro Gold Care Leather Moisturizer,Neutral,PG-pro-gold-care-leather-moisturizer-neutral,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-care-leather-moisturizer,425,417.0,"1. **Clean the Surface** – Wipe off dust and dirt with a dry or slightly damp cloth. Ensure the surface is clean and dry.
2. **Apply the Moisturizer** – Apply a small amount using a soft cloth or sponge and spread evenly in gentle circular motions.
3. **Let it Absorb** – Allow the product to penetrate for a few minutes. Buff lightly with a clean cloth if needed.","- Deeply moisturizes leather – Penetrates deep to restore lost moisture and prevent dryness
- Restores softness & suppleness – Brings stiff, dry leather back to a smooth, flexible feel
- Silky, non-greasy finish – Leaves leather soft without sticky or oily residue
- Rich wax conditioning – Infused with Carnauba Wax & Beeswax to nourish and protect
- Prevents cracking & aging – Protects leather from drying, fading, and premature wear
- Safe, water-based formula – Non-toxic and gentle for regular use","Leather and Synthetic Leather shoes, bags, jackets, belts, furniture, and accessories","Safety: Non-Toxic, Formula: Water-Based, Includes: 1 × Pro Gold Care Leather Moisturizer, Net Volume: 150 ml, Product Type: Leather Conditioning & Moisturizing Cream, Suitable For: Leather and Synthetic Leather shoes, bags, jackets, belts, furniture, and accessories, Key Ingredients: Carnauba Wax, Beeswax, Water-Based Conditioning Agents","PRO CARE, Cleaning, Shine, European Experts",/images/products/Leather Moisturize -Neutral/Leather Moisturize -Neutral.webp,2.0,/images/products/Leather Moisturize -Neutral/Leather Moisturize -Neutral.webp,/images/products/Leather Moisturize -Neutral/Leather Moisturize -Neutral (2).webp,,,,,,,,
Pro Gold Clean Power Cleaning Shampoo,Neutral,PG-pro-gold-clean-power-cleaning-shampoo-neutral,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-clean-power-cleaning-shampoo,499,489.0,"1. **Remove Loose Dirt** – Brush off surface dust and mud before applying.
2. **Apply Shampoo** – Pump foam directly onto cloth or brush.
3. **Work Into Foam** – Gently scrub and spread evenly in circular motion.
4. **Wipe Clean** – Remove excess foam with a clean damp cloth.
5. **Air Dry** – Let the product dry naturally. Avoid direct heat.","- Quick clean, quick dry formula – Advanced fast-acting formula cleans efficiently
- Instant foam action – Transforms into rich foam that penetrates deep to remove dirt and grime
- Multi-surface safe – Safe for sneakers, coloured leather, textiles, canvas, mesh, and synthetic materials
- Gentle yet powerful cleaning – Removes tough stains while maintaining original texture and color
- Non-toxic & earth friendly – Eco-conscious formula suitable for regular use","Sneakers, Colored Leather, Textiles, Canvas, Mesh, Synthetic Materials","Safety: Non-Toxic, Formula: Eco-Friendly, Includes: 1 × Cleaning Shampoo Bottle, Net Volume: 150 ml, Product Type: Cleaning Shampoo, Suitable For: Sneakers, Colored Leather, Textiles, Canvas, Mesh, Synthetic Materials, Key Ingredients: Mild Surfactants, Eco-Friendly Cleaning Agents, Stabilizers","PRO CLEAN, Cleaning, Effective Clean, European Experts",/images/products/Power Sneaker Cleaner -Neutral/Power Sneaker Cleaner -Neutral.webp,2.0,/images/products/Power Sneaker Cleaner -Neutral/Power Sneaker Cleaner -Neutral.webp,/images/products/Power Sneaker Cleaner -Neutral/Power Sneaker Cleaner -Neutral (2).webp,,,,,,,,
PRO GOLD Sneaker Cleaning Kit (Shampoo + Mini Brush),Neutral,PG-pro-gold-sneaker-cleaning-kit-shampoo-mini-brus,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-sneaker-cleaning-kit-shampoo-mini-brush,499,489.02,"1. **Remove Loose Dirt** – Brush off dust and mud using the mini brush.
2. **Apply Shampoo** – Pump foam onto the mini brush.
3. **Scrub Gently** – Work foam in circular motions across the surface.
4. **Wipe Clean** – Remove excess foam with a clean damp cloth.
5. **Air Dry** – Let dry naturally away from direct heat.","- Complete cleaning solution – Everything needed for thorough sneaker cleaning
- Quick clean & quick dry formula – Fast-acting for efficient results
- Deep cleaning instant foam – Rich foam penetrates and lifts dirt effectively
- Scratch-resistant mini brush – Compact brush for precise cleaning without surface damage","Sneakers, Coloured Leather, Textiles, Canvas, Mesh, Synthetic Materials","Safety: Non-Toxic, Formula: Eco-Friendly, Includes: 1 × Cleaning Shampoo (150ml) + 1 × Mini Brush, Net Volume: 150 ml, Product Type: Sneaker Cleaning Kit (Cleaning Shampoo & Mini Brush), Suitable For: Sneakers, Coloured Leather, Textiles, Canvas, Mesh, Synthetic Materials, Key Ingredients: Mild Surfactants, Eco-Friendly Cleaning Agents, Stabilizers","PRO CLEAN, Cleaning, Effective Clean, European Experts",/images/products/PRO GOLD Clean Power Cleaner(Cleaning Shampoo & Mini Brush) -Neutral/PRO GOLD Clean Power Cleaner(Cleaning Shampoo & Mini Brush) -Neutral (1).webp,2.0,/images/products/PRO GOLD Clean Power Cleaner(Cleaning Shampoo & Mini Brush) -Neutral/PRO GOLD Clean Power Cleaner(Cleaning Shampoo & Mini Brush) -Neutral (1).webp,/images/products/PRO GOLD Clean Power Cleaner(Cleaning Shampoo & Mini Brush) -Neutral/PRO GOLD Clean Power Cleaner(Cleaning Shampoo & Mini Brush) -Neutral (2).webp,,,,,,,,
PRO GOLD Sneaker Wipes – Pack of 30,Neutral,PG-pro-gold-sneaker-wipes-pack-of-30-neutral,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-sneaker-wipes-pack-of-30,699,587.0,"1. **Open the wipe pack** and unfold the wipe.
2. **Wipe across the surface** of the shoe in gentle circular motions.
3. **For stubborn stains** – Apply gentle pressure and repeat as needed.
4. **Air dry naturally** after cleaning.
5. **Dispose of wipe** after use.","- Pre-moistened cleaning wipes – Ready to use, no water or extra tools needed
- Instant clean on the go – Convenient for quick cleaning anywhere
- Safe for multiple materials – Gentle on sneakers, leather, canvas, and textiles
- No rinse required – Wipe and go
- Pack of 30 – Long-lasting supply for regular use","Sneakers, Coloured Leather, Textiles, Mesh, Canvas, Synthetic Materials","Safety: Non-Toxic, Formula: Purified Water-Based, Includes: 30 × Sneaker Cleaning Wipes, Net Volume: 30 wipes, Product Type: Sneaker Cleaning Wipes, Suitable For: Sneakers, Coloured Leather, Textiles, Mesh, Canvas, Synthetic Materials, Key Ingredients: Mild Cleaning Agents, Purified Water, Conditioning Additives","PRO CLEAN, Cleaning, Effective Clean, European Experts",/images/products/PRO GOLD Clean Sneaker Wipes-Pack of 30 -Neutral/PRO GOLD Clean Sneaker Wipes-Pack of 30 -Neutral.webp,2.0,/images/products/PRO GOLD Clean Sneaker Wipes-Pack of 30 -Neutral/PRO GOLD Clean Sneaker Wipes-Pack of 30 -Neutral.webp,/images/products/PRO GOLD Clean Sneaker Wipes-Pack of 30 -Neutral/PRO GOLD Clean Sneaker Wipes-Pack of 30 -Neutral 2.webp,,,,,,,,
PRO GOLD Foam Cleaner,Neutral,PG-pro-gold-foam-cleaner-neutral,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-foam-cleaner,449,440.0,"1. **Shake the can well** before use.
2. **Spray foam evenly** onto the suede or nubuck surface.
3. **Work the foam gently** with a soft brush in circular motions.
4. **Wipe off excess foam** with a clean damp cloth.
5. **Allow to air dry** naturally. Brush gently once dry to restore nap.","- Specialized for suede & nubuck – Formulated specifically for delicate materials
- Gentle foam action – Deep cleans without causing damage
- Restores natural texture – Revives the original feel and appearance
- Safe neutral formula – Mild compounds safe for regular use",Suede & Nubuck Leather,"Safety: Non-Toxic, Formula: Neutral Foaming, Includes: 1 × Foam Cleaner Bottle, Net Volume: 150 ml, Product Type: Foam Cleaner, Suitable For: Suede & Nubuck Leather, Key Ingredients: Mild Foaming Agents, Neutral Cleaning Compounds","PRO CLEAN, Cleaning, Effective Clean, European Experts",/images/products/Foam Cleaner -Neutral/Foam Cleaner -Neutral.webp,2.0,/images/products/Foam Cleaner -Neutral/Foam Cleaner -Neutral.webp,/images/products/Foam Cleaner -Neutral/Foam Cleaner -Neutral (2).webp,,,,,,,,
PRO GOLD Shoe Deo,Default,PG-pro-gold-shoe-deo-default,Shoe Care,https://shop.mvshoecare.com/products/pro-gold-shoe-deo,349,342.0,"1. **Remove insoles** from shoes if possible.
2. **Hold the spray** 10–15 cm from the shoe opening.
3. **Spray 2–3 times** inside the shoe.
4. **Allow to air** for a few minutes before wearing.
5. **Use regularly** for continuous freshness.","- Eliminates shoe odor – Neutralizes bad smells effectively
- Long-lasting freshness – Keeps shoes smelling fresh for extended periods
- Antibacterial protection – Fights bacteria that cause odor
- Safe for all shoe types – Suitable for sneakers, canvas, textiles, and synthetics
- Easy spray application – Quick and convenient to use","Sneakers, Shoes, Canvas, Textiles, Synthetic Materials","Safety: Non-Toxic, Formula: Spray-Based, Includes: 1 × Shoe Deo Spray Bottle, Net Volume: 150 ml, Product Type: Shoe Deodorizer Spray, Suitable For: Sneakers, Shoes, Canvas, Textiles, Synthetic Materials, Key Ingredients: Deodorizing Agents, Antibacterial Compounds, Fragrance","PRO FRESH, Fight Fungi, Long Freshness, European Experts",/images/products/Shoe Deo/Shoe Deo.webp,2.0,/images/products/Shoe Deo/Shoe Deo.webp,/images/products/Shoe Deo/Shoe Deo 2.webp,,,,,,,,
Pro Application Brush,Dark,PG-pro-application-brush-dark,Accessories,https://shop.mvshoecare.com/products/pro-application-brush,199,195.0,"1. **Take a Small Amount of Cream** – Dip the brush tip into shoe cream or polish.
2. **Apply Evenly** – Spread in smooth circular motions across the surface.
3. **Cover Edges & Seams** – Use the round tip to reach edges, seams, and tight areas.
4. **Let It Absorb** – Allow cream to absorb into the leather for a few minutes before buffing.","- Even cream application – Ensures uniform spread of shoe cream or polish
- Round head for precision – Reaches edges, seams, and tight areas
- Contoured beech wood handle – Durable and comfortable to hold
- Secure & easy grip – Provides control during application","Shoes, Bags, and Other Leather Articles","Includes: 1 × Application Brush, Net Content: 1 Piece, Bristle Type: Dense, High-Quality Bristles, Product Type: Shoe Cream Application Brush, Suitable For: Shoes, Bags, and Other Leather Articles, Handle Material: Contoured Beech Wood","Free Shipping, 30 Day Return, Eco Friendly, Complete Kit",/images/products/Application Brush/Application Brush Dark (1).webp,2.0,/images/products/Application Brush/Application Brush Dark (1).webp,/images/products/Application Brush/Application Brush Dark (2).webp,,,,,,,,
Pro Application Brush,Light,PG-pro-application-brush-light,Accessories,https://shop.mvshoecare.com/products/pro-application-brush,199,195.0,"1. **Take a Small Amount of Cream** – Dip the brush tip into shoe cream or polish.
2. **Apply Evenly** – Spread in smooth circular motions across the surface.
3. **Cover Edges & Seams** – Use the round tip to reach edges, seams, and tight areas.
4. **Let It Absorb** – Allow cream to absorb into the leather for a few minutes before buffing.","- Even cream application – Ensures uniform spread of shoe cream or polish
- Round head for precision – Reaches edges, seams, and tight areas
- Contoured beech wood handle – Durable and comfortable to hold
- Secure & easy grip – Provides control during application","Shoes, Bags, and Other Leather Articles","Includes: 1 × Application Brush, Net Content: 1 Piece, Bristle Type: Dense, High-Quality Bristles, Product Type: Shoe Cream Application Brush, Suitable For: Shoes, Bags, and Other Leather Articles, Handle Material: Contoured Beech Wood","Free Shipping, 30 Day Return, Eco Friendly, Complete Kit",/images/products/Application Brush/Application Brush Dark (1).webp,4.0,/images/products/Application Brush/Application Brush Light (1).webp,/images/products/Application Brush/Application Brush Light (2).webp,/images/products/Application Brush/Application Brush Dark (1).webp,/images/products/Application Brush/Application Brush Dark (2).webp,,,,,,
